S01	C01	1	paragraph: "NormalizedKey, the canonical tenant-qualified identity"
S01	C02	0	adds "lookup, validation, or persistence steps"
S01	C03	0	unknown "some actor" is not a placeholder or verify tag
S01	C04	1	says "do not reprint the fragment"; no source fragment is duplicated
S01	C05	0	local restatement adds lookup/validation/persistence consequences
S01	C06	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S01	C07	1	paragraph still reads if the bracketed refs are removed
S01	C08	1	direct assertions only; no question or suspense
S01	C09	1	no ordinary-language or storage primer appears
S01	C10	0	mechanical checks mention anchors/placeholders, not frozen source inventory
S01	C11	0	anchor check and fragment reuse appear; no cycle check
S01	C12	0	exact-match reuse check appears, but no reachability or exact-coverage check
S01	C13	0	anchor check exists; headings/navigation are not checked
S01	C14	1	source-accuracy review by a maintainer
S01	C15	0	continuity review mentions invariants, not contracts/data flow/refusal distinctions
S01	C16	0	no rollback check tied to source evidence
S01	C17	0	no explicit editorial reviewer distinct from technical review
S01	C18	0	reviews omit concept order, examples, and terminology-focused editorial pass
S01	C19	0	fragment-reuse review checks repetition, not missing local context too
S01	C20	0	only says "I skipped the walkthrough skill"
S01	C21	0	no walk-away requirement about ordinary source and raw Markdown readability
S01	C22	1	first sentence states the write-path identity claim
S01	C23	1	Stable vocabulary plus "Every step names an actor"
S01	C24	0	failure roles are listed, but not refusals vs environmental failures vs defects
S02	C01	1	paragraph calls `NormalizedKey` "the canonical tenant-qualified identity"
S02	C02	1	ties identity to "Before this write reaches storage" and defers unknowns
S02	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S02	C04	1	says "It should not repeat the full early source fragment"
S02	C05	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S02	C06	1	`[Identity Definition]` and `[Earlier Source Fragment]` are descriptive labels
S02	C07	1	paragraph remains clear without the parenthetical refs
S02	C08	1	all declarative; no rhetorical question
S02	C09	1	no ordinary-language or storage-mechanics teaching
S02	C10	0	no frozen source inventory check
S02	C11	0	link resolve check appears; no fragment-cycle check
S02	C12	0	no reachability/exact-coverage/byte-equality bundle
S02	C13	0	links are checked, but headings/anchors/navigation are not all covered
S02	C14	1	A code-familiar reviewer checks factual fidelity
S02	C15	0	technical review omits invariants and refusal-vs-failure distinctions
S02	C16	0	concurrency/order appears as a category, but no rollback/applicability rule
S02	C17	0	no explicit editorial reviewer distinct from technical review
S02	C18	0	reviews do not cover examples or concept order
S02	C19	0	domain-new review checks readability, not editorial context plus repetition
S02	C20	0	no tooling-removal walk-away check
S02	C21	0	no requirement about raw Markdown readability
S02	C22	1	first sentence makes the storage/write-path claim
S02	C23	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S02	C24	0	failure buckets lack refusal/environment/defect distinction
S03	C01	1	paragraph says service treats `NormalizedKey` as canonical tenant-qualified identity
S03	C02	0	adds "existence check, overwrite decision, or conflict handling"
S03	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S03	C04	1	says "Reuse by link, not duplication"
S03	C05	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S03	C06	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S03	C07	1	paragraph still makes sense without bracketed citations
S03	C08	1	direct declarative prose only
S03	C09	1	no audience-level language/storage lesson
S03	C10	0	mechanical checks never mention frozen inventory
S03	C11	0	link/duplicate/drift checks appear; cycles do not
S03	C12	0	no explicit reachability or exact-coverage check
S03	C13	0	links/anchors are checked, but not headings/navigation
S03	C14	1	Code-evidence review uses a separate reviewer
S03	C15	0	reviews mention failures, not contracts/invariants/control+data flow/refusal split
S03	C16	0	concurrency is a placeholder topic; no rollback-after-evidence rule
S03	C17	0	no explicit editorial review label
S03	C18	0	review set omits examples and concept ordering
S03	C19	0	no editorial check for both local context and repetition
S03	C20	0	no walk-away tooling removal step
S03	C21	0	no raw-Markdown readability requirement
S03	C22	1	first sentence states the mutation-path identity claim
S03	C23	1	Stable vocabulary plus "Every causal sentence names the actor"
S03	C24	0	failure categories lack modeled refusal/environment/defect split
S04	C01	1	paragraph says earlier pages established `NormalizedKey` as canonical tenant-qualified identity
S04	C02	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S04	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S04	C04	1	says "Do not fully repeat the earlier source fragment"
S04	C05	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S04	C06	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S04	C07	1	paragraph reads without the fragment mentions
S04	C08	1	direct declarative sentences; no suspense
S04	C09	1	no basic storage explanation
S04	C10	0	no frozen source inventory check
S04	C11	0	anchored citation/reuse checks exist; no cycle check
S04	C12	0	drift check exists; reachability/exact coverage/byte equality do not
S04	C13	0	link check exists; headings/navigation are absent
S04	C14	1	One implementation reviewer confirms code support
S04	C15	0	technical review does not enumerate contracts, data flow, and refusal distinctions
S04	C16	0	no rollback check, and concurrency only appears as a failure placeholder
S04	C17	1	One editorial reviewer checks vocabulary stability and non-repetition
S04	C18	0	editorial review omits concept order, examples, and local completeness
S04	C19	0	editorial review checks non-repetition, not missing local context too
S04	C20	0	no walk-away tooling-removal check
S04	C21	0	no raw Markdown readability gate
S04	C22	1	first sentence makes the identity-use claim
S04	C23	1	Stable vocabulary plus actor-naming rule
S04	C24	0	failure categories are placeholders, not refusal/environment/defect classes
S05	C01	1	paragraph calls `NormalizedKey` the canonical tenant-qualified identity
S05	C02	1	connects identity to storage mutation and keeps extra steps as placeholders
S05	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S05	C04	1	says "not fully repeat that fragment by default"
S05	C05	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S05	C06	1	`[Identity page: NormalizedKey]` names destination and purpose
S05	C07	1	paragraph remains understandable without the single link
S05	C08	1	declarative prose; no rhetorical setup
S05	C09	1	no tutorial on ordinary language or storage internals
S05	C10	0	mechanical checks omit frozen source inventory
S05	C11	0	cross-reference/reuse/drift checks exist; no cycle check
S05	C12	0	no reachability + exact coverage + byte-equality bundle
S05	C13	0	cross-reference check exists; headings/navigation do not
S05	C14	1	One implementation-aware reviewer checks every claim
S05	C15	0	technical review omits invariants, control/data flow, and refusal distinctions
S05	C16	0	concurrency/conflict appears as a candidate category; no rollback rule
S05	C17	1	One editorial reviewer checks vocabulary stability and actor naming
S05	C18	0	editorial review does not cover examples or concept order
S05	C19	0	editorial review lacks both local-context and repetition checks
S05	C20	0	opening note mentions discipline, not a walk-away check
S05	C21	0	no requirement that full raw Markdown stay readable
S05	C22	1	first sentence states the storage-targeting identity claim
S05	C23	1	Stable vocabulary plus actor-naming rule
S05	C24	0	failure list lacks refusal/environment/defect distinction
S06	C01	1	paragraph says `NormalizedKey` is the canonical tenant-qualified identity
S06	C02	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S06	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S06	C04	1	says "It should not repeat the full early source fragment"
S06	C05	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S06	C06	1	`[NormalizedKey section]` and `[early source fragment citation]` are descriptive
S06	C07	1	paragraph stands without the bracketed refs
S06	C08	1	direct declarative prose only
S06	C09	1	no basic mechanics tutorial
S06	C10	0	no frozen inventory validation
S06	C11	0	link/reuse consistency checks appear; no reference-cycle check
S06	C12	0	no exact-coverage or reachability check
S06	C13	0	links are checked, not headings/navigation
S06	C14	1	One implementation-aware reviewer checks cited-code match
S06	C15	0	technical review omits contracts/invariants/data flow/refusal distinctions
S06	C16	0	no rollback check after evidence
S06	C17	0	no editorial reviewer distinct from technical
S06	C18	0	no editorial review for order/examples/terminology/local completeness
S06	C19	0	no editorial review of both context and repetition
S06	C20	0	no walk-away tooling removal
S06	C21	0	no raw-Markdown readability requirement
S06	C22	1	first sentence states the technical claim
S06	C23	1	Stable vocabulary plus actor requirement
S06	C24	0	failure categories do not distinguish refusals, environmental failures, defects
S07	C01	1	local statement and paragraph call `NormalizedKey` canonical tenant-qualified identity
S07	C02	1	connects identity to the storage call and marks unproved boundary as verification
S07	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S07	C04	1	says "Reuse the earlier fragment by link, not by duplication"
S07	C05	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S07	C06	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S07	C07	1	paragraph reads without the earlier-page mention
S07	C08	1	direct prose; no rhetorical question
S07	C09	1	no granted-audience material is re-taught
S07	C10	0	no frozen source inventory check
S07	C11	0	cross-reference and duplicate-fragment checks appear; no cycles
S07	C12	0	no reachability/exact coverage/byte equality bundle
S07	C13	0	cross-reference/anchor checks exist; headings/navigation do not
S07	C14	1	A source-trace reviewer checks support
S07	C15	0	technical review omits contracts, invariants, and refusal distinctions
S07	C16	0	no rollback check tied to source evidence
S07	C17	1	An editorial reviewer checks vocabulary stability and actor clarity
S07	C18	0	editorial review omits concept order, local completeness, and examples
S07	C19	0	editorial review lacks both local-context and repetition checks
S07	C20	0	opening skill note is not a walk-away tooling check
S07	C21	0	no requirement that ordinary source + raw Markdown remain readable
S07	C22	1	first sentence states the pre-storage identity claim
S07	C23	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S07	C24	0	failure categories do not separate refusals, environmental failures, defects
S08	C01	1	paragraph says mutation path relies on `NormalizedKey` as canonical tenant-qualified identity
S08	C02	0	adds "every lookup, comparison, and storage write" effects
S08	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S08	C04	1	says "It should not repeat the full early source fragment"
S08	C05	0	restatement expands to lookup/comparison/storage-write behavior
S08	C06	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S08	C07	1	paragraph still reads without the two bracketed refs
S08	C08	1	assertive declaratives only
S08	C09	1	no basic storage-mechanics teaching
S08	C10	0	no frozen source inventory check
S08	C11	0	fragment identifier/link checks exist; no cycle check
S08	C12	0	no reachability/exact coverage/byte-equality bundle
S08	C13	0	links and anchors are partly covered; headings/navigation are absent
S08	C14	1	A technical reviewer validates each claim
S08	C15	0	technical review does not cover contracts/invariants/refusal distinctions
S08	C16	0	conflict/staleness appears only as a bucket; no rollback-after-evidence rule
S08	C17	1	An editorial reviewer checks vocabulary stability and link precision
S08	C18	0	editorial review omits concept order, examples, local completeness
S08	C19	0	editorial review checks duplication drift, not local-context + repetition
S08	C20	0	no walk-away tooling-removal check
S08	C21	0	no raw-Markdown readability requirement
S08	C22	1	first sentence states the technical dependency
S08	C23	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S08	C24	0	failure buckets do not distinguish refusal/environment/defect
S09	C01	1	paragraph says downstream steps operate on the canonical tenant-qualified identity
S09	C02	0	adds lookup/conflict/storage-mutation steps as downstream effects
S09	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S09	C04	1	says "Do not repeat the full early source fragment"
S09	C05	0	local restatement extends beyond identity meaning to downstream steps
S09	C06	1	`[Early page: NormalizedKey]` and `[Early source fragment anchor]` are descriptive
S09	C07	1	paragraph remains intelligible without the bracketed citations
S09	C08	1	direct declaratives only
S09	C09	1	no primer on storage or plain language
S09	C10	0	no frozen inventory validation
S09	C11	0	reuse-link and byte-identical excerpt checks exist; no cycles
S09	C12	0	byte identity appears, but reachability/exact coverage do not
S09	C13	0	links are checked, not headings/navigation
S09	C14	1	Source-fidelity review by a reader
S09	C15	0	reviews omit contracts/invariants/control+data flow/refusal split
S09	C16	0	no rollback applicability check
S09	C17	1	Final editorial pass is distinct from source-fidelity review
S09	C18	0	editorial pass omits concept order, examples, and local completeness
S09	C19	0	editorial pass checks hygiene, not both missing context and repetition
S09	C20	0	no walk-away tooling removal
S09	C21	0	no full raw-Markdown readability requirement
S09	C22	1	first sentence states the write-subject claim
S09	C23	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S09	C24	0	failure rules lack refusal/environment/defect distinction
S10	C01	1	paragraph says `NormalizedKey` is the canonical tenant-qualified identity
S10	C02	1	applies that meaning to which record the write targets; unknown reuse stays VERIFY
S10	C03	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S10	C04	1	says "Do not repeat the full early source fragment by default"
S10	C05	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S10	C06	0	resolved zero under frozen conjunctive wording; see disagreements.tsv and resolution.md
S10	C07	1	paragraph reads without the backlink mention
S10	C08	1	direct declarative prose
S10	C09	1	no ordinary-language or storage tutorial
S10	C10	0	no frozen source inventory check
S10	C11	0	link/duplication/drift checks exist; no cycles
S10	C12	0	no reachability/exact coverage/byte-equality bundle
S10	C13	0	links are checked, not headings/navigation
S10	C14	1	Implementation reviewer confirms every cited code claim
S10	C15	0	technical review omits contracts/invariants/data flow/refusal split
S10	C16	0	no rollback check after source-evidence applicability
S10	C17	1	Editorial reviewer is distinct
